(5, 4) x (5, 2) => 0
(5, 2) x (4, 5) => 1
(4, 5) x (5, 2) => 0
(5, 2) x (4, 4) => 1
(4, 4) x (5, 2) => 0
(5, 2) x (7, 3) => 1
(7, 3) x (5, 2) => 0
(5, 2) x (7, 2) => 1
(7, 2) x (5, 2) => 0
(5, 2) x (6, 3) => 1
(6, 3) x (5, 2) => 0
(5, 2) x (6, 2) => 1
(6, 2) x (5, 2) => 0
(5, 2) x (7, 1) => 1
(7, 1) x (5, 2) => 0
(5, 2) x (7, 0) => 1
(7, 0) x (5, 2) => 0
(5, 2) x (6, 1) => 1
(6, 1) x (5, 2) => 0
(5, 2) x (6, 0) => 1
(6, 0) x (5, 2) => 0
(5, 2) x (5, 3) => 1
(5, 3) x (5, 2) => 0
(5, 2) x (4, 3) => 0
(4, 7) x (4, 2) => 0
(4, 7) x (7, 6) => 1
(7, 6) x (4, 7) => 0
(4, 7) x (6, 6) => 1
(6, 6) x (4, 7) => 0
(4, 7) x (7, 5) => 1
(7, 5) x (4, 7) => 0
(4, 7) x (7, 4) => 1
(7, 4) x (4, 7) => 0
(4, 7) x (6, 5) => 1
(6, 5) x (4, 7) => 0
(4, 7) x (6, 4) => 1
(6, 4) x (4, 7) => 0
(4, 7) x (5, 6) => 1
(5, 6) x (4, 7) => 0
(4, 7) x (4, 6) => 0
(5, 7) x (4, 2) => 0
(5, 7) x (7, 6) => 1
(7, 6) x (5, 7) => 0
(5, 7) x (6, 6) => 1
(6, 6) x (5, 7) => 0
(5, 7) x (7, 5) => 1
(7, 5) x (5, 7) => 0
(5, 7) x (7, 4) => 1
(7, 4) x (5, 7) => 0
(5, 7) x (6, 5) => 1
(6, 5) x (5, 7) => 0
(5, 7) x (6, 4) => 1
(6, 4) x (5, 7) => 0
(5, 7) x (5, 6) => 0
(6, 7) x (4, 2) => 0
(6, 7) x (7, 6) => 1
(7, 6) x (6, 7) => 0
(6, 7) x (6, 6) => 0
(7, 7) x (4, 2) => 0
(7, 7) x (7, 6) => 0
(0, 0)
(0, 1)
(1, 0)
(1, 1)
(0, 2)
(0, 3)
(1, 2)
(1, 3)
(2, 0)
(2, 1)
(3, 0)
(3, 1)
(2, 2)
(2, 3)
(3, 2)
(3, 3)
(0, 4)
(0, 5)
(1, 4)
(1, 5)
(0, 6)
(0, 7)
(1, 6)
(1, 7)
(2, 4)
(2, 5)
(3, 4)
(3, 5)
(2, 6)
(2, 7)
(3, 6)
(3, 7)
(4, 0)
(4, 1)
(5, 0)
(5, 1)
(4, 2)
(4, 3)
(5, 2)
(5, 3)
(6, 0)
(6, 1)
(7, 0)
(7, 1)
(6, 2)
(6, 3)
(7, 2)
(7, 3)
(4, 4)
(4, 5)
(5, 4)
(5, 5)
(4, 6)
(4, 7)
(5, 6)
(5, 7)
(6, 4)
(6, 5)
(7, 4)
(7, 5)
(6, 6)
(6, 7)
(7, 6)
(7, 7)
